source,target,status_code,group,note
/specifications/astm/astm-b169/index.html,/pages/specifications/astm/astm-b169-b169m.html,301,historical-specification,ASTM B169/B169M
/specifications/astm/astm-b171/index.html,/pages/specifications/astm/astm-b171-b171m.html,301,historical-specification,ASTM B171/B171M
/specifications/astm/astm-b265/index.html,/pages/specifications/astm/astm-b265.html,301,historical-specification,ASTM B265
/specifications/astm/astm-b335/index.html,/pages/specifications/astm/astm-b335.html,301,historical-specification,ASTM B335
/specifications/astm/astm-b348/index.html,/pages/specifications/astm/astm-b348-b348m.html,301,historical-specification,ASTM B348/B348M
/specifications/astm/astm-b36/index.html,/pages/specifications/astm/astm-b36-b36m.html,301,historical-specification,ASTM B36/B36M
/specifications/astm/astm-b365/index.html,/pages/specifications/astm/astm-b365.html,301,historical-specification,ASTM B365
/specifications/astm/astm-b381/index.html,/pages/specifications/astm/astm-b381.html,301,historical-specification,ASTM B381
/specifications/astm/astm-b387/index.html,/pages/specifications/astm/astm-b387-b387m.html,301,historical-specification,ASTM B387/B387M
/specifications/astm/astm-b408/index.html,/pages/specifications/astm/astm-b408.html,301,historical-specification,ASTM B408
/specifications/astm/astm-b409/index.html,/pages/specifications/astm/astm-b409.html,301,historical-specification,ASTM B409
/specifications/astm/astm-b424/index.html,/pages/specifications/astm/astm-b424.html,301,historical-specification,ASTM B424
/specifications/astm/astm-b425/index.html,/pages/specifications/astm/astm-b425.html,301,historical-specification,ASTM B425
/specifications/astm/astm-b446/index.html,/pages/specifications/astm/astm-b446.html,301,historical-specification,ASTM B446
/specifications/astm/astm-b462/index.html,/pages/specifications/astm/astm-b462.html,301,historical-specification,ASTM B462
/specifications/astm/astm-b473/index.html,/pages/specifications/astm/astm-b473.html,301,historical-specification,ASTM B473
/specifications/astm/astm-b493/index.html,/pages/specifications/astm/astm-b493-b493m.html,301,historical-specification,ASTM B493/B493M
/specifications/astm/astm-b550/index.html,/pages/specifications/astm/astm-b550-b550m.html,301,historical-specification,ASTM B550/B550M
/specifications/astm/astm-b551/index.html,/pages/specifications/astm/astm-b551-b551m.html,301,historical-specification,ASTM B551/B551M
/specifications/astm/astm-b564/index.html,/pages/specifications/astm/astm-b564.html,301,historical-specification,ASTM B564
/specifications/astm/astm-b572/index.html,/pages/specifications/astm/astm-b572.html,301,historical-specification,ASTM B572
/specifications/astm/astm-b574/index.html,/pages/specifications/astm/astm-b574.html,301,historical-specification,ASTM B574
/specifications/astm/astm-b637/index.html,/pages/specifications/astm/astm-b637.html,301,historical-specification,ASTM B637
